time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-04-28T17:48:22.052Z,9.305,-63.0678,23.34,4.9,mww,,80,3.134,1.2,us,us70003dgt,2019-07-13T18:42:49.040Z,"50km SSE of Maturin, Venezuela",earthquake,3.5,4.3,0.089,12,reviewed,us,us
2019-04-28T07:43:46.092Z,16.7696,-86.113,10,5.1,mww,,32,2.919,0.75,us,us70003dbt,2019-07-13T18:42:48.040Z,"45km NW of Savannah Bight, Honduras",earthquake,5.1,1.9,0.073,18,reviewed,us,us
2019-04-23T16:41:30.722Z,13.7205,-45.5539,10,4.6,mb,,190,14.866,0.69,us,us70003ft9,2019-07-13T18:42:53.040Z,"Northern Mid-Atlantic Ridge",earthquake,10,1.9,0.126,19,reviewed,us,us
2019-04-19T13:36:08.165Z,11.9226,-86.9322,61.94,4.9,mww,,39,0.617,0.85,us,us70003965,2019-06-26T20:54:56.040Z,"46km W of Carlos Fonseca Amador, Nicaragua",earthquake,5.6,4.5,0.089,12,reviewed,us,us
2019-04-16T04:04:50.240Z,14.4449,-90.7312,79.12,4.5,mb,,150,0.936,0.58,us,us700036ss,2019-06-26T20:54:41.040Z,"5km NW of Palin, Guatemala",earthquake,5.8,9.2,0.15,13,reviewed,us,us
2019-04-12T19:24:30.911Z,21.3642,-45.9208,10,4.9,mb,,73,15.189,0.91,us,us70003559,2019-06-20T19:03:26.040Z,"Northern Mid-Atlantic Ridge",earthquake,10.5,1.8,0.037,233,reviewed,us,us
2019-04-12T00:48:37.214Z,7.8319,-82.6567,10,4.6,mb,,148,0.872,0.92,us,us700034qh,2019-06-20T19:03:19.040Z,"32km SE of Punta de Burica, Panama",earthquake,7.2,1.9,0.052,111,reviewed,us,us
2019-04-10T20:23:56.321Z,10.8389,-86.3957,14.52,4.5,mb,,187,1.275,1.01,us,us7000340t,2019-06-20T19:03:13.040Z,"73km SW of San Juan del Sur, Nicaragua",earthquake,6.9,5.3,0.106,26,reviewed,us,us
2019-04-08T22:25:42.595Z,12.5442,-89.1985,35,5,mb,,63,1.85,1.33,us,us2000kcll,2019-06-18T15:50:57.040Z,"105km S of La Libertad, El Salvador",earthquake,6.5,1.9,0.026,460,reviewed,us,us
2019-04-07T06:43:26.751Z,11.3518,-86.6918,35,4.9,mb,,103,0.863,0.83,us,us2000kbpj,2019-06-18T15:50:40.040Z,"51km SSW of Masachapa, Nicaragua",earthquake,5.5,2,0.027,435,reviewed,us,us
2019-04-03T13:55:54.959Z,11.3227,-85.5541,190.84,4.6,mb,,151,0.741,0.65,us,us700034i3,2019-06-18T15:50:12.040Z,"14km NNW of Cardenas, Nicaragua",earthquake,5.3,9.2,0.152,13,reviewed,us,us
2019-04-01T13:44:48.692Z,9.4698,-82.6453,10,4.7,mb,,106,0.672,0.84,us,us2000k8iz,2019-06-08T20:51:31.040Z,"4km SW of Guabito, Panama",earthquake,2.4,1.9,0.065,72,reviewed,us,us
2019-03-29T04:07:20.564Z,12.1848,-89.3492,10,4.6,mb,,196,2.2,0.89,us,us2000k6xj,2019-06-08T20:51:22.040Z,"144km S of La Libertad, El Salvador",earthquake,8.6,2,0.055,98,reviewed,us,us
2019-03-27T23:48:48.070Z,12.5169,-89.1644,10,4.6,mb,,137,1.88,0.85,us,us2000k678,2019-06-08T20:51:18.040Z,"107km SW of Puerto El Triunfo, El Salvador",earthquake,6.5,1.9,0.057,91,reviewed,us,us
2019-03-26T19:07:24.730Z,12.426,-89.2513,10,4.7,mb,,116,1.964,1.21,us,us1000jlxq,2019-06-08T20:51:14.040Z,"117km S of La Libertad, El Salvador",earthquake,4.9,1.8,0.05,121,reviewed,us,us
2019-03-26T15:28:42.170Z,12.4705,-89.2804,10,4.6,mb,,217,1.918,0.55,us,us2000k9ny,2019-06-08T20:51:33.040Z,"112km S of La Libertad, El Salvador",earthquake,10.4,2,0.109,25,reviewed,us,us
2019-03-26T15:26:53.440Z,12.5638,-89.095,10,4.8,mb,,184,1.842,1.16,us,us1000jlst,2019-06-08T20:51:13.040Z,"99km SW of Puerto El Triunfo, El Salvador",earthquake,7.4,2,0.053,111,reviewed,us,us
2019-03-26T15:01:45.610Z,12.548,-89.1671,10,4.9,mb,,179,1.849,0.96,us,us1000jlsb,2019-06-08T20:51:13.040Z,"105km SW of Puerto El Triunfo, El Salvador",earthquake,4.7,1.9,0.036,237,reviewed,us,us
2019-03-26T12:01:47.542Z,12.5488,-89.1992,8,5.5,mww,,41,1.845,0.91,us,us1000jlpq,2019-06-08T20:51:13.040Z,"104km S of La Libertad, El Salvador",earthquake,5.9,1.7,0.034,83,reviewed,us,us
2019-03-24T16:19:47.500Z,12.3736,-86.8321,145.76,4.5,mb,,171,0.181,0.42,us,us1000jl0d,2019-06-06T18:54:24.040Z,"8km SE of Leon, Nicaragua",earthquake,6.8,6.6,0.065,70,reviewed,us,us
2019-03-24T09:30:01.419Z,12.0851,-86.7566,87.82,5.3,mww,,93,0.416,1.23,us,us1000jkxw,2019-06-06T18:54:22.040Z,"28km SW of Nagarote, Nicaragua",earthquake,5.8,4.1,0.039,64,reviewed,us,us
2019-03-20T19:13:03.480Z,15.2353,-44.9433,10,5,mb,,47,12.598,0.89,us,us1000jjfx,2019-06-06T18:54:07.040Z,"Northern Mid-Atlantic Ridge",earthquake,10.1,1.8,0.04,203,reviewed,us,us
2019-03-12T13:08:57.170Z,17.93,-66.1798,13,4.6,ml,21,210,0.0811,0.47,pr,pr2019071006,2020-03-27T10:42:24.861Z,"14km SSW of Jobos, Puerto Rico",earthquake,2.13,1.31,0.28,15,reviewed,pr,pr
2019-03-12T09:47:11.574Z,10.6524,-85.9771,18.31,4.6,mwr,,79,1.069,1.2,us,us1000je2c,2019-06-01T21:24:11.040Z,"39km WNW of Sardinal, Costa Rica",earthquake,6.3,3.8,0.089,12,reviewed,us,us
2019-03-07T03:53:04.450Z,13.4665,-44.8453,10,4.9,mb,,152,11.323,0.49,us,us1000jbpl,2019-05-24T21:21:11.040Z,"Northern Mid-Atlantic Ridge",earthquake,14.4,1.9,0.058,93,reviewed,us,us
2019-03-06T01:48:09.360Z,10.9848,-74.7834,47.23,4.5,mb,,51,4.589,1.11,us,us1000jb2l,2019-05-24T21:21:07.040Z,"2km NNE of Barranquilla, Colombia",earthquake,3.1,6.6,0.124,19,reviewed,us,us
2019-03-01T03:21:52.630Z,11.0077,-86.3351,35,4.5,mb,,183,1.103,1.04,us,us1000j946,2019-05-14T18:36:14.040Z,"57km WSW of San Juan del Sur, Nicaragua",earthquake,5,2,0.046,136,reviewed,us,us
2019-03-01T02:01:28.610Z,13.6651,-88.4866,200.8,4.5,mb,,166,1.118,0.83,us,us1000j93r,2019-05-14T18:36:14.040Z,"14km WSW of Sesori, El Salvador",earthquake,9.8,9,0.083,42,reviewed,us,us
2019-02-27T13:53:23.040Z,15.3486,-91.7524,195.41,4.5,mb,,56,0.243,0.77,us,us2000jpji,2019-05-14T18:36:33.040Z,"5km SW of San Gaspar Ixchil, Guatemala",earthquake,7.9,3.2,0.108,25,reviewed,us,us
2019-02-25T22:29:17.720Z,12.9916,-88.7166,63.5,4.5,mb,,78,1.532,1.11,us,us2000jn4i,2019-05-11T17:40:53.040Z,"36km SSW of Puerto El Triunfo, El Salvador",earthquake,7.3,6.1,0.059,84,reviewed,us,us
2019-02-24T23:58:54.300Z,12.7449,-88.513,53.65,4.5,mb,,125,1.428,1.07,us,us2000jmky,2019-05-11T17:40:50.040Z,"59km S of Puerto El Triunfo, El Salvador",earthquake,6,8.3,0.051,112,reviewed,us,us
2019-02-24T03:07:35.090Z,12.5784,-89.2273,35,4.5,mb,,162,1.814,1.16,us,us2000jm9u,2019-05-11T17:40:48.040Z,"101km S of La Libertad, El Salvador",earthquake,7.1,1.9,0.062,76,reviewed,us,us
2019-02-22T17:12:40.800Z,8.4104,-82.9052,15.72,4.6,mb,,137,1.979,0.94,us,us1000jahq,2019-05-11T17:40:33.040Z,"5km NW of Finca Blanco Numero Uno, Panama",earthquake,7.3,5.6,0.096,36,reviewed,us,us
2019-02-18T23:38:06.820Z,19.4898,-64.8938,87,4.8,md,23,232,1.6517,0.5,pr,pr2019049011,2019-05-01T22:01:03.040Z,"117km NNW of Road Town, British Virgin Islands",earthquake,4.77,10.44,0.3,17,reviewed,pr,pr
2019-02-12T21:32:41.280Z,13.852,-47.192,10,4.8,mb,,60,10.214,0.69,us,us2000jgwu,2019-05-01T22:00:36.040Z,"Northern Mid-Atlantic Ridge",earthquake,8.6,1.9,0.081,47,reviewed,us,us
2019-02-11T00:08:48.720Z,13.1988,-87.7188,192.61,4.7,mww,,59,0.821,0.67,us,us2000jg5r,2019-04-25T15:32:06.040Z,"12km SW of Amapala, Honduras",earthquake,6.5,4.5,0.08,15,reviewed,us,us
2019-02-10T22:52:53.750Z,10.24,-62.3438,10,4.6,mb,,103,1.998,0.89,us,us2000jg41,2019-04-25T15:32:06.040Z,"31km NNW of Pedernales, Venezuela",earthquake,6.6,1.9,0.069,63,reviewed,us,us
2019-02-04T14:33:48.810Z,18.1358,-68.5523,74,5.3,ml,22,189,0.4149,0.8,pr,pr2019035005,2019-05-02T12:46:58.572Z,"32km SSE of Boca de Yuma, Dominican Republic",earthquake,7.21,6.13,0.42,14,reviewed,pr,pr
2019-01-31T13:09:52.950Z,8.9424,-83.7749,12.92,4.9,mwr,,91,1.084,1.12,us,us2000jb93,2019-04-18T19:09:26.040Z,"27km W of Ciudad Cortes, Costa Rica",earthquake,5.6,3.9,0.071,19,reviewed,us,us
2019-01-31T04:40:30.060Z,13.4929,-88.3489,191.85,5,mww,,124,1.186,0.86,us,us2000jb2y,2019-04-18T19:09:25.040Z,"0km S of Chinameca, El Salvador",earthquake,7.7,5.1,0.056,31,reviewed,us,us
2019-01-30T11:41:02.470Z,12.3767,-87.7238,59.35,4.5,mb,,128,0.73,0.52,us,us1000is0e,2019-04-18T19:09:23.040Z,"50km SW of Jiquilillo, Nicaragua",earthquake,6.8,8,0.038,207,reviewed,us,us
2019-01-29T22:52:52.000Z,12.8627,-88.2812,68.4,4.5,mb,,134,1.212,0.9,us,us1000irta,2019-04-18T19:09:21.040Z,"42km SSW of Chirilagua, El Salvador",earthquake,5.9,6.6,0.068,63,reviewed,us,us
2019-01-29T06:48:54.060Z,13.4789,-91.8141,53.94,4.5,mb,,154,1.045,1.42,us,us2000j9z8,2019-04-18T19:09:12.040Z,"91km S of Champerico, Guatemala",earthquake,3.8,9.1,0.052,107,reviewed,us,us
2019-01-25T15:10:42.157Z,12.7535,-44.8918,10,4.6,mb,,123,15.613,0.98,us,us2000jerw,2019-04-12T17:17:05.040Z,"Northern Mid-Atlantic Ridge",earthquake,7.8,2,0.172,10,reviewed,us,us
2019-01-24T16:20:01.930Z,12.9743,-89.0867,79.45,4.6,mb,,138,1.44,0.87,us,us2000j8cp,2019-04-12T17:14:39.040Z,"58km S of El Rosario, El Salvador",earthquake,6.5,8.8,0.052,113,reviewed,us,us
2019-01-23T10:44:48.800Z,10.6804,-62.9008,107.78,4.5,mb,,92,1.891,0.76,us,us2000j7rh,2019-04-12T17:14:13.040Z,"14km NNW of Yaguaraparo, Venezuela",earthquake,8.3,7.6,0.135,16,reviewed,us,us
2019-01-21T14:42:48.210Z,15.764,-61.6503,11.42,4.5,mb,,80,0.091,0.51,us,us2000j6u9,2019-04-05T21:41:02.040Z,"9km S of Terre-de-Bas, Guadeloupe",earthquake,4,5.8,0.314,3,reviewed,us,us
2019-01-20T14:05:29.580Z,13.135,-81.0719,10,4.5,mb,,61,0.371,1.43,us,us2000j6mc,2019-04-05T21:41:01.040Z,"40km SE of Mountain, Colombia",earthquake,5.6,1.9,0.057,90,reviewed,us,us
2019-01-16T00:39:33.510Z,19.4966,-68.2711,84,4.5,md,20,211,0.9888,0.39,pr,pr2019016000,2019-04-05T21:40:56.040Z,"89km ENE of Miches, Dominican Republic",earthquake,3.38,7.01,0.19,15,reviewed,pr,pr
2019-01-15T06:25:53.000Z,10.4999,-63.1354,10,4.5,mb,,64,2.177,0.62,us,us2000j41e,2019-04-05T21:40:58.040Z,"4km SSE of El Pilar, Venezuela",earthquake,6.4,1.9,0.059,84,reviewed,us,us
2019-01-15T04:59:24.250Z,10.4753,-63.0995,10,4.9,mb,,64,2.173,0.5,us,us2000j40z,2019-04-05T21:40:58.040Z,"8km SE of El Pilar, Venezuela",earthquake,7.9,1.9,0.04,194,reviewed,us,us
2019-01-15T03:41:03.360Z,11.2646,-86.6365,28.16,5.3,mww,,69,0.918,1.08,us,us2000j40f,2019-04-05T21:40:58.040Z,"59km SSW of Masachapa, Nicaragua",earthquake,5.6,3.4,0.052,36,reviewed,us,us
2019-01-15T03:10:53.400Z,12.536,-87.6458,80.44,4.5,mb,,104,0.603,0.79,us,us2000j408,2019-04-05T21:40:58.040Z,"31km SW of Jiquilillo, Nicaragua",earthquake,6.8,6.2,0.051,115,reviewed,us,us
2019-01-10T02:04:22.540Z,8.4648,-73.3433,128.95,4.6,mb,,78,2.568,0.94,us,us2000j8tk,2019-04-02T20:53:25.040Z,"9km NNE of Gonzalez, Colombia",earthquake,4.9,9.4,0.122,20,reviewed,us,us
2019-01-07T17:41:46.230Z,10.4629,-63.0537,10,4.8,mb,,71,2.153,0.56,us,us2000j15k,2019-03-08T17:50:19.040Z,"13km SE of El Pilar, Venezuela",earthquake,5.3,1.9,0.068,66,reviewed,us,us
2019-01-07T05:08:04.910Z,10.4888,-63.164,20.48,4.6,mb,,64,2.204,1.06,us,us2000j0zl,2019-03-08T17:50:18.040Z,"5km SSW of El Pilar, Venezuela",earthquake,5.9,5.2,0.056,96,reviewed,us,us
2019-01-05T17:08:31.460Z,14.9017,-91.4809,148.06,4.5,mb,,83,0.414,0.73,us,us2000j0ig,2019-03-08T17:50:16.040Z,"0km NE of San Andres Xecul, Guatemala",earthquake,5.1,4.8,0.046,140,reviewed,us,us
2019-01-05T11:19:27.340Z,12.9217,-88.6519,75.48,4.6,mb,,138,1.578,0.55,us,us2000j0hj,2019-03-08T17:50:16.040Z,"41km SSW of Puerto El Triunfo, El Salvador",earthquake,7.9,8.7,0.044,156,reviewed,us,us
2019-01-04T14:32:57.510Z,10.9342,-61.37,10,4.9,ml,,84,1.222,1.26,us,us2000j0qg,2019-03-08T17:50:17.040Z,"31km NE of Petit Valley, Trinidad and Tobago",earthquake,5.4,2,0.256,2,reviewed,us,us
2018-12-31T20:45:30.820Z,15.2862,-46.312,10,5,mb,,61,11.875,1,us,us2000izi5,2019-03-05T17:46:42.040Z,"Northern Mid-Atlantic Ridge",earthquake,10.5,1.9,0.04,203,reviewed,us,us
2018-12-28T02:51:14.470Z,12.401,-88.3702,35,4.9,mb,,151,1.322,1.33,us,us2000iyhg,2019-03-05T17:46:36.040Z,"94km SSW of Chirilagua, El Salvador",earthquake,4,2,0.044,159,reviewed,us,us
2018-12-28T02:20:09.560Z,12.4255,-88.3785,46,4.8,mb,,157,1.324,1.22,us,us2000iyh5,2019-03-05T17:46:36.040Z,"91km SSW of Chirilagua, El Salvador",earthquake,8.4,9.1,0.048,133,reviewed,us,us
2018-12-27T09:24:20.600Z,10.2521,-67.9488,10,4.9,mb,,35,1.303,0.7,us,us2000iy16,2019-03-05T17:46:35.040Z,"0km SSE of San Diego, Venezuela",earthquake,7.2,1.9,0.039,212,reviewed,us,us
2018-12-27T08:59:11.240Z,10.2636,-67.9035,8,5.4,mww,,58,1.318,0.65,us,us2000iy0q,2020-03-27T13:31:30.576Z,"5km NW of Guacara, Venezuela",earthquake,5.7,1.8,0.045,47,reviewed,us,us
2018-12-25T03:46:15.080Z,19.3396,-67.7088,67,4.6,ml,24,238,0.9824,0.65,pr,pr2018359002,2019-03-05T17:46:33.040Z,"96km NW of San Antonio, Puerto Rico",earthquake,4.62,9.84,0.35,19,reviewed,pr,pr
2018-12-24T19:08:21.200Z,10.3076,-62.6054,10,4.5,mb,,71,2.039,0.46,us,us2000ix7i,2019-03-05T17:46:32.040Z,"29km S of Irapa, Venezuela",earthquake,7.6,1.9,0.077,49,reviewed,us,us
2018-12-22T14:12:17.530Z,18.6142,-69.046,126.07,4.6,mb,,82,0.638,1.11,us,us2000iwal,2019-02-23T20:20:43.040Z,"7km WNW of Guaymate, Dominican Republic",earthquake,6.2,5.8,0.068,64,reviewed,us,us
2018-12-22T05:17:23.000Z,11.1149,-86.8573,10,4.8,mb,,146,1.147,0.78,us,us2000iw76,2019-02-23T20:22:22.040Z,"83km SSW of Masachapa, Nicaragua",earthquake,7,1.9,0.056,96,reviewed,us,us
2018-12-20T17:01:49.130Z,14.1216,-90.2242,165.54,4.6,mb,,160,0.881,0.88,us,us2000j1sa,2019-02-23T20:23:05.040Z,"5km NE of San Juan Tecuaco, Guatemala",earthquake,6.9,8.6,0.08,46,reviewed,us,us
2018-12-20T08:52:36.270Z,12.0998,-87.7217,36.51,4.6,mwr,,145,0.884,0.54,us,us2000ivaf,2019-02-23T20:21:39.040Z,"73km SW of Corinto, Nicaragua",earthquake,5.4,9.8,0.073,18,reviewed,us,us
2018-12-17T19:33:46.980Z,11.2005,-86.8443,10,4.9,mb,,81,1.068,1.32,us,us2000iuhz,2019-02-23T20:21:10.040Z,"74km SSW of Masachapa, Nicaragua",earthquake,6.5,1.8,0.04,193,reviewed,us,us
2018-12-14T12:41:21.340Z,10.6072,-69.4305,10,4.6,mb,,70,1.63,0.61,us,us2000ivch,2019-02-16T22:29:08.040Z,"25km SSE of Churuguara, Venezuela",earthquake,6.4,1.9,0.151,13,reviewed,us,us
2018-12-14T07:41:44.970Z,12.9949,-81.1925,10,4.6,mb,,69,3.136,1.05,us,us2000ivbu,2019-02-16T22:29:08.040Z,"45km SSE of Mountain, Colombia",earthquake,4.7,1.9,0.274,4,reviewed,us,us
2018-12-14T00:52:30.510Z,12.4329,-88.0813,35,4.5,mb,,78,1.04,0.87,us,us2000itfs,2019-02-16T22:29:07.040Z,"76km WSW of Jiquilillo, Nicaragua",earthquake,5.6,2,0.048,128,reviewed,us,us
2018-12-07T18:25:50.680Z,19.4196,-68.0036,10,4.67,md,21,217,0.9813,0.93,pr,pr2018341005,2019-02-16T19:52:30.040Z,"103km NNE of Punta Cana, Dominican Republic",earthquake,3.72,31.61,0.38,19,reviewed,pr,pr
2018-12-06T09:43:55.680Z,12.5956,-86.9794,159.77,5.1,mb,,131,0.121,0.95,us,us1000i3dq,2019-02-16T19:52:26.040Z,"5km ENE of Chichigalpa, Nicaragua",earthquake,8.1,6.4,0.027,440,reviewed,us,us
2018-12-05T14:11:15.720Z,13.0309,-81.3065,10,4.6,mb,,36,3.038,0.74,us,us1000i2sg,2019-02-16T19:52:23.040Z,"37km S of Mountain, Colombia",earthquake,6.8,1.9,0.048,130,reviewed,us,us
2018-12-05T09:33:01.410Z,10.5035,-68.6432,10,4.7,mb,,40,1.659,0.79,us,us1000i2ms,2019-02-16T19:52:22.040Z,"9km WNW of Farriar, Venezuela",earthquake,5.3,1.8,0.063,76,reviewed,us,us
2018-12-04T13:58:37.990Z,10.7471,-86.5314,10,4.5,mb,,202,1.42,0.43,us,us1000i1x3,2019-02-16T19:52:19.040Z,"91km SW of San Juan del Sur, Nicaragua",earthquake,7.6,2,0.083,43,reviewed,us,us
2018-12-03T09:07:29.630Z,12.4372,-88.6838,42.53,4.5,mb,,166,1.351,0.74,us,us1000i12y,2019-02-16T19:52:15.040Z,"94km S of Puerto El Triunfo, El Salvador",earthquake,8.8,11.8,0.05,118,reviewed,us,us
2018-12-03T04:10:41.800Z,15.4806,-49.9597,10,4.7,mb,,121,9.589,0.97,us,us1000i0y1,2019-02-16T19:52:15.040Z,"North Atlantic Ocean",earthquake,9.8,1.9,0.053,106,reviewed,us,us
2018-11-29T04:49:29.330Z,12.9872,-81.2784,10,4.6,mb,,36,3.053,0.88,us,us1000hxrz,2019-02-09T19:02:11.040Z,"43km SSE of Mountain, Colombia",earthquake,6.1,1.9,0.085,42,reviewed,us,us
2018-11-28T15:00:06.820Z,9.3617,-70.6608,7.46,4.6,mb,,46,0.475,0.98,us,us1000hxfy,2019-02-09T19:02:11.040Z,"7km NW of Valera, Venezuela",earthquake,5.2,3.2,0.069,62,reviewed,us,us
2018-11-27T19:34:45.550Z,15.5797,-49.8369,10,5.5,mww,,25,9.726,1.06,us,us1000hx62,2019-02-09T19:02:10.040Z,"North Atlantic Ocean",earthquake,8,1.7,0.049,40,reviewed,us,us
2018-11-27T04:30:23.230Z,13.0906,-90.3299,20.58,4.6,mb,,85,1.222,0.87,us,us1000hwxg,2019-02-09T19:02:10.040Z,"77km SW of Acajutla, El Salvador",earthquake,3.7,4.8,0.036,226,reviewed,us,us
2018-11-27T01:17:44.810Z,13.1525,-81.0207,10,4.5,mb,,28,3.339,0.85,us,us1000hww7,2019-02-09T19:02:10.040Z,"44km ESE of Mountain, Colombia",earthquake,5,1.9,0.046,140,reviewed,us,us
2018-11-26T09:13:13.610Z,13.1173,-81.0402,10,4.6,mb,,37,3.311,1.38,us,us1000hwlf,2019-02-09T19:02:09.040Z,"44km SE of Mountain, Colombia",earthquake,5,1.8,0.045,145,reviewed,us,us
2018-11-26T03:43:05.400Z,13.2022,-81.0372,10,4.7,mb,,46,0.361,0.89,us,us1000hwjz,2019-02-09T19:02:09.040Z,"40km ESE of Mountain, Colombia",earthquake,5.4,1.8,0.045,147,reviewed,us,us
2018-11-25T22:09:53.650Z,13.054,-81.2056,10,5,mb,,127,0.355,0.69,us,us1000hyc5,2019-02-02T20:02:33.040Z,"38km SSE of Mountain, Colombia",earthquake,2.8,1.9,0.171,11,reviewed,us,us
2018-11-25T20:56:36.490Z,13.1647,-81.046,10,5.7,mww,,30,3.318,1.07,us,us1000hwg8,2019-02-02T20:02:30.040Z,"41km ESE of Mountain, Colombia",earthquake,2.4,1.8,0.057,30,reviewed,us,us
2018-11-25T16:19:46.610Z,13.0131,-81.2118,10,4.5,mb,,45,3.122,0.76,us,us1000hwds,2019-02-02T20:02:30.040Z,"42km SSE of Mountain, Colombia",earthquake,7.6,1.9,0.111,24,reviewed,us,us
2018-11-25T15:45:59.010Z,13.0623,-81.2039,10,4.9,mb,,28,3.142,0.51,us,us1000hwdk,2019-02-02T20:02:30.040Z,"38km SSE of Mountain, Colombia",earthquake,6.8,1.9,0.032,311,reviewed,us,us
2018-11-25T03:40:50.810Z,13.1817,-81.0931,10,6,mww,,25,0.326,0.94,us,us1000hwaj,2020-03-27T12:10:26.892Z,"36km SE of Mountain, Colombia",earthquake,6.4,1.8,0.045,47,reviewed,us,us
2018-11-25T01:19:06.590Z,13.1429,-81.2054,10,4.6,mb,,31,3.163,0.74,us,us1000hw9h,2019-02-02T20:02:29.040Z,"30km SE of Mountain, Colombia",earthquake,5.7,1.9,0.044,155,reviewed,us,us
2018-11-24T20:41:13.360Z,9.3095,-70.6681,18.92,5.2,mww,,22,0.424,0.78,us,us1000hw7f,2020-03-27T12:10:12.995Z,"7km W of Valera, Venezuela",earthquake,5.5,3.2,0.046,45,reviewed,us,us
2018-11-22T20:49:42.830Z,11.26,-87.832,10,4.5,mb,,190,1.619,0.55,us,us1000hvjx,2019-02-02T20:02:28.040Z,"153km SSW of Corinto, Nicaragua",earthquake,2.9,1.9,0.093,34,reviewed,us,us
2018-11-22T15:11:28.230Z,10.3417,-62.182,24.57,4.7,mb,,85,1.853,0.71,us,us1000hvfd,2019-02-02T20:02:28.040Z,"28km SSE of Guiria, Venezuela",earthquake,7.7,6.5,0.082,46,reviewed,us,us
2018-11-21T08:46:05.120Z,10.5328,-86.1071,10,4.5,mb,,166,1.161,0.98,us,us1000huty,2019-02-02T20:02:27.040Z,"50km W of Sardinal, Costa Rica",earthquake,5.6,1.9,0.051,115,reviewed,us,us
2018-11-21T08:24:36.140Z,10.4803,-86.1861,10,4.6,mb,,167,1.228,1.4,us,us1000hutu,2019-02-02T20:02:27.040Z,"59km W of Sardinal, Costa Rica",earthquake,4.1,1.9,0.046,143,reviewed,us,us
2018-11-21T07:40:20.470Z,10.4894,-86.1721,10,4.9,mb,,140,1.216,1.44,us,us1000huth,2019-02-02T20:02:27.040Z,"57km W of Sardinal, Costa Rica",earthquake,3,1.9,0.028,413,reviewed,us,us
2018-11-18T16:04:23.790Z,14.9332,-44.9834,10,5,mb,,97,12.332,0.63,us,us1000htk7,2019-01-30T18:36:22.040Z,"Northern Mid-Atlantic Ridge",earthquake,11.5,1.9,0.034,284,reviewed,us,us
2018-11-18T09:15:08.500Z,15.0133,-44.8257,10,4.5,mb,,176,12.49,1.19,us,us1000hvw3,2019-01-30T18:36:29.040Z,"Northern Mid-Atlantic Ridge",earthquake,11.8,1.7,0.108,25,reviewed,us,us
2018-11-17T14:12:54.980Z,10.1479,-83.9758,18.86,4.7,mb,,56,0.197,1.05,us,us1000ht6l,2019-01-30T18:36:25.040Z,"18km NNE of Angeles, Costa Rica",earthquake,3.1,4.9,0.058,90,reviewed,us,us
2018-11-17T13:17:59.460Z,15.5399,-49.907,10,5.5,mww,,24,9.652,0.75,us,us1000ht5z,2019-01-30T18:36:21.040Z,"North Atlantic Ocean",earthquake,9,1.8,0.048,41,reviewed,us,us
2018-11-15T07:50:04.830Z,10.5607,-86.0801,36.15,4.6,mb,,154,1.141,0.61,us,us1000hs2g,2019-01-30T18:36:24.040Z,"47km W of Sardinal, Costa Rica",earthquake,7.7,11.5,0.091,36,reviewed,us,us
2018-11-15T03:58:31.340Z,10.464,-86.131,42.7,4.6,mb,,152,1.172,0.87,us,us1000hs0z,2019-01-30T18:36:24.040Z,"53km W of Sardinal, Costa Rica",earthquake,8,8.5,0.067,66,reviewed,us,us
2018-11-15T03:52:21.010Z,10.571,-86.0972,35,4.5,mb,,165,1.16,0.41,us,us1000hvh0,2019-01-30T18:36:27.040Z,"49km W of Sardinal, Costa Rica",earthquake,7.2,2,0.101,29,reviewed,us,us
2018-11-15T03:46:49.860Z,10.5066,-86.0992,44.23,4.6,mb,,117,1.148,0.92,us,us1000hs0v,2019-01-30T18:36:24.040Z,"49km W of Sardinal, Costa Rica",earthquake,2.6,6.9,0.054,101,reviewed,us,us
2018-11-15T02:14:16.720Z,15.6295,-48.7849,10,4.6,mb,,113,10.727,0.65,us,us1000hvh4,2019-01-30T18:36:27.040Z,"North Atlantic Ocean",earthquake,12.9,2,0.182,9,reviewed,us,us
2018-11-14T00:10:33.100Z,19.6256,-65.084,85,4.9,mb,29,224,1.653,0.76,pr,pr2018318000,2019-01-30T18:36:20.040Z,"143km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.89,14.52,0.35,22,reviewed,pr,pr
2018-11-12T14:12:21.040Z,13.1132,-90.3224,35,4.5,mb,,185,1.205,0.94,us,us1000hqtw,2019-01-30T18:36:22.040Z,"78km SW of Acajutla, El Salvador",earthquake,7.1,2,0.057,91,reviewed,us,us
2018-11-11T14:03:59.560Z,15.5653,-49.8719,10,6.3,mww,,50,9.69,0.65,us,us1000hqkp,2019-01-21T16:42:55.040Z,"North Atlantic Ocean",earthquake,9.2,1.9,0.048,42,reviewed,us,us
2018-11-10T16:25:43.160Z,17.6213,-61.0678,10,4.5,mwr,,61,0.686,1.32,us,us1000hqas,2019-01-21T16:42:59.040Z,"79km E of Codrington, Barbuda",earthquake,5.1,1.9,0.053,34,reviewed,us,us
2018-11-10T05:20:57.530Z,11.3805,-87.1317,10,4.6,mb,,150,1.153,0.74,us,us1000hq68,2019-01-21T16:42:55.040Z,"80km SW of Masachapa, Nicaragua",earthquake,7.7,1.9,0.059,87,reviewed,us,us
